"Project","wateryear","month","inflow_volume_m3","outflow_volume_m3","tp_in_lbs","drp_in_lbs","tn_in_lbs","nox_in_lbs","nh3_in_lbs","tp_out_lbs","drp_out_lbs","tn_out_lbs","nox_out_lbs","nh3_out_lbs","tp_filt_lbs","drp_filt_lbs","tn_filt_lbs","nox_filt_lbs","nh3_filt_lbs","tp_in_mgL","tn_in_mgL","tp_out_mgL","tn_out_mgL","drp_in_mgL","nox_in_mgL","nh3_in_mgL","tp_diff_mgL","tn_diff_mgL","loginflow","logtpfilt","logtpin"
"BRIC",2025,2,8630.47715101208,2633.53860905906,2.16042684898798,0.0798296166063672,48.7273921966937,23.7432404446114,0.4552546013174,0.578340797783217,0.02525385749252,12.2192125463651,5.84758273974205,0.110654781584862,1.58208605120476,0.0545757591138472,36.5081796503286,17.8956577048694,0.344599819732538,0.113547559602313,2.56101078928508,0.0996132674767192,2.10463396737956,0.0041956792723102,1.24789553082969,0.0239272387313321,0.0139342921255941,2.46139752180836,3.93603480710838,0.199230101504915,0.33453956589432
"BRIC",2025,3,2783.05489926827,4178.53995869007,2.01746157803589,0.343710230110625,42.7026407370297,32.1062074819401,0.235324689419881,1.68308634864044,0.276021118593449,33.4562690456727,24.6830792732024,0.192887115198371,0.33437522939545,0.067689111517176,9.246371691357,7.4231282087377,0.04243757422151,0.328818727951679,6.95994816466232,0.182706872565755,3.631834035129,0.0560200808180863,5.23287403264559,0.0383547155857124,0.146111855385923,6.77724129209656,3.44452177342499,-0.47576590269034,0.304805272461821
"BRIC",2025,4,10627.6394031064,10446.4727836711,7.51064087907626,1.32995614213528,170.293878052015,129.773183038754,0.907480867249284,5.3578323466058,0.932003150221446,118.248039914286,89.3441287681491,0.644067945045125,2.15280853247046,0.397952991913834,52.045838137729,40.4290542706049,0.263412922204159,0.320562880761008,7.26834061210391,0.232644338691928,5.13449008252438,0.0567640736753104,5.53887026023605,0.0387323379888065,0.0879185420690801,7.03569627341198,4.02643681033197,0.333005406047734,0.875676996707386
"BRIC",2025,5,11427.0356408449,7982.00285462009,8.18182978979853,1.42041874489792,179.134277271101,135.596510249868,0.97088048758525,4.00083554429483,0.665494492106375,81.4877448638974,60.5314724904873,0.462379814869085,4.1809942455037,0.754924252791545,97.6465324072036,75.0650377593807,0.508500672716165,0.324780468819664,7.11079502366578,0.227358851649836,4.63077272001591,0.0563839969469158,5.38254880640176,0.038539425535222,0.0974216171698279,6.88343617201594,4.0579335819442,0.621279569811187,0.912850440437329
"BRIC",2025,6,2700.41312210198,8387.78082710256,0.968727428929032,0.0915433188696009,16.0645843818416,0.0699630337580681,0.465293778338146,1.66368880924982,0.14025622238185,28.3384304039335,0.119502553847723,0.841283895044074,-0.694961380320788,-0.0487129035122491,-12.2738460220919,-0.0495395200896549,-0.375990116705928,0.162721310367568,2.69843729315435,0.0899700718737546,1.53250452010971,0.0153769247747282,0.011751991520452,0.0781573960394244,0.0727512384938131,2.60846722128059,3.43143020968659,NA,-0.0137984033044914
"BRIC",2025,7,5325.15690769835,8277.12119012079,1.90138648214776,0.179903647967752,32.5967070704068,0.139004853486056,0.951688663120812,2.0687048112051,0.155080443167341,36.8397813918888,0.156374084707413,1.11107040761344,-0.16731832905734,0.024823204800411,-4.243074321482,-0.017369231221357,-0.159381744492628,0.161961219782161,2.77660669599448,0.113368462392773,2.01888125781047,0.0153242986324404,0.0118405152438086,0.0810654005269836,0.0485927573893877,2.66323823360171,3.72633240894526,NA,0.279070401980853
"BRIC",2025,8,12415.2555148279,12491.0773669373,4.19104490031692,0.302423396260547,72.9786765463147,0.322381950493571,2.18824658737528,3.80117997189697,0.275940713520229,65.3893484452433,0.28900097116884,1.95743806301199,0.38986492841995,0.026482682740318,7.5893281010714,0.033380979324731,0.23080852436329,0.153122741977663,2.6663267334186,0.138035750208089,2.37454365091607,0.0110492492385636,0.011778448906608,0.0799491118686965,0.0150869917695748,2.52829098321051,4.09395566207326,-0.409085831441308,0.622322313626834
"BRIC",2025,9,6759.82607091834,5737.81871447918,1.96661226589265,0.183678671545233,67.8111336779291,27.2579065432751,0.594435708254036,1.255205506318,0.111584554823358,42.0783706553868,16.5223493459255,0.373358447559022,0.71140675957465,0.072094116721875,25.7327630225423,10.7355571973496,0.221077260695014,0.131964242045612,4.55028426968535,0.0992295584782214,3.32648169610495,0.0123252646649234,1.82906871838344,0.0398880140458111,0.0327346835673906,4.45105471120713,3.82993552176824,-0.147882012594119,0.293718743558379
"BRIC",2025,10,2583.71056140887,2563.77432403514,0.50450903094415,0.098563906586205,33.1170460585094,17.5872259692469,0.22053243992731,0.405533282474249,0.0863570163351036,29.1325123157723,15.6721455275352,0.192937986474838,0.098975748469901,0.0122068902511014,3.9845337427371,1.9150804417117,0.027594453452472,0.08857234237239,5.81407697770473,0.0717496447350325,5.15431778161969,0.0173040234054404,3.08763907954934,0.0387169972694157,0.0168226976373575,5.74232733296969,3.41224386047493,-1.00447120536137,-0.297131055286125
"BRIC",2025,11,3525.47791161209,3023.17381061355,0.646409175519521,0.135935507388075,46.6948856288745,25.0121921832485,0.309512970349729,0.458263934325058,0.104531211069783,35.7101377219878,19.3804097778738,0.234831939938917,0.188145241194463,0.031404296318292,10.9847479068867,5.6317824053747,0.074681030410812,0.0831692069463509,6.00792308228423,0.0687583756779302,5.35798451740566,0.0174899255355242,3.21815386701248,0.0398229933275738,0.0144108312684206,5.9391647066063,3.54721799801036,-0.725506761926216,-0.189492487553373
"BRIC",2025,12,4787.65273749223,2650.71972559032,1.01686759861549,0.0381548011767755,26.4944266429493,13.4330426826326,0.301382987764128,0.387195052419353,0.0159813122214587,11.9529188030456,6.35757789745526,0.158329026482172,0.629672546196137,0.0221734889553168,14.5415078399037,7.07546478517734,0.143053961281956,0.0963418125796629,2.51018037108864,0.0662581087249068,2.04542333039531,0.00361492755693279,1.27269634932499,0.0285541434906609,0.0300837038547561,2.44392226236374,3.68012264222304,-0.200885241580332,0.0072644092314941
"BROP",2023,1,284897.753689966,284897.753689966,67.472737461156,27.6444143620925,1755.95656795959,1270.16395559575,14.1569215435429,70.8809829484088,17.5729082604563,1530.58169727078,1136.18536433442,12.4878726398698,-3.4082454872528,10.0715061016362,225.37487068881,133.97859126133,1.6690489036731,0.107426728768407,2.79574650522955,0.112853167316955,2.43691587206248,0.0440140583498283,2.02229172675476,0.0225399446958757,-0.00542643854854767,2.68289333791259,5.45468902500677,NA,1.8291283304333
"BROP",2023,2,63607.6247900168,63607.6247900168,5.42097470764261,2.18253241969386,347.395983250642,262.576818774155,2.83848202370597,15.7656751861954,3.97355786753628,336.934333297267,260.89913480847,2.58281261389858,-10.3447004785528,-1.79102544784242,10.461649953375,1.67768396568499,0.25566940980739,0.0386581661476003,2.47735736906848,0.112428506614833,2.402753036105,0.0155641200067026,1.87249320170575,0.0202418412918809,-0.0737703404672329,2.36492886245365,4.80350917863189,NA,0.734077381020334
"BROP",2023,3,207891.300358795,207891.300358795,48.8169445147811,18.9166476519268,1293.08441988552,925.988512721208,11.0158971551409,52.0402686147404,12.555194152977,1142.46050362383,790.468702897027,10.2089485936517,-3.2233240999593,6.3614534989498,150.62391626169,135.519809824181,0.8069485614892,0.106514154241606,2.8213931600205,0.113547155666957,2.49274540853506,0.0412744129268755,2.02042311845384,0.0240356904831901,-0.00703300142535129,2.70784600435354,5.31783631576138,NA,1.68857059314963
"BROP",2023,4,98911.2382802577,98911.2382802577,29.5657177161304,3.48233932011334,901.715737320836,555.091529580259,18.3736936619477,15.4242921717058,0.596374157515414,277.529752384235,42.8363571852806,2.90380533320458,14.1414255444246,2.88596516259793,624.185984936601,512.255172394978,15.4698883287431,0.135586307372249,4.13520511481019,0.0707347218650908,1.2727319753575,0.0159697638313632,2.54561081425529,0.0842604701949523,0.0648515855071579,4.0644703929451,4.99524563887542,1.1504931912764,1.47078842608404
"BROP",2023,5,111353.913656898,111353.913656898,37.9609855342949,4.57693716055335,1077.89402094597,684.611383955609,22.6110454719282,17.3646122378968,0.468710613105185,280.266627083896,4.01751954090158,2.00875977045079,20.5963732963981,4.10822654744817,797.627393862074,680.593864414707,20.6022857014774,0.154634017547074,4.39079967505753,0.0707347218650906,1.14166568439582,0.018644146647812,2.78876344408598,0.0921060597624652,0.0838992956819838,4.32006495319244,5.04670548539993,1.31379075454268,1.57933747895415
"BROP",2023,6,139731.123293862,139731.123293862,43.1667923336815,5.10573253488935,1291.77612821784,799.777806689709,26.767169531725,21.7897754455204,0.609167941688632,355.024783585807,9.6242551705415,2.65132485296431,21.3770168881611,4.49656459320072,936.751344632033,790.153551519168,24.1158446787607,0.140129532640908,4.19340829692844,0.0707347218650909,1.15249371820942,0.0165744053524512,2.59626634755886,0.0868925105114632,0.0693948107758168,4.12267357506335,5.1452931503471,1.32994710033947,1.63514977801602
"BROP",2023,7,49076.6544253812,49076.6544253812,12.0737181440833,1.7117082798651,309.675227191196,159.333986323411,4.85541226993577,11.1451230103796,0.229935790262686,130.914618467797,1.62307616656014,1.14967895131343,0.9285951337037,1.48177248960241,178.760608723399,157.710910156851,3.70573331862234,0.111593559387451,2.86223021309455,0.103010848166,1.21000242645475,0.0158207784299424,1.4726736580259,0.0448770404468287,0.00858271122145111,2.75921936492855,4.69087494904031,-0.0321735965810745,1.08184103321216
"BROP",2023,8,25029.9866521818,25029.9866521818,4.66624658304221,0.622389528238059,127.879566771155,58.3532113253516,2.17255814864594,5.68421550843234,0.117271436460376,66.7688372647046,0.827798375014418,0.586357182301879,-1.01796892539013,0.505118091777683,61.1107295064504,57.5254129503372,1.58620096634406,0.0845629476148141,2.31746713625753,0.103010848166,1.21000242645475,0.0112791066943767,1.0574922402075,0.0393716700659885,-0.018447900551186,2.21445628809153,4.39846061801073,NA,0.668967684913154
"BROP",2023,9,7229.03127720541,7229.03127720541,0.92441193659394,0.0984136104827656,27.8900649638983,9.39058755596993,0.539814337443473,1.64168572152441,0.0338697296916443,19.2838302167897,0.239080444882195,0.169348648458222,-0.71727378493047,0.0645438807911213,8.6062347471086,9.15150711108774,0.370465688985251,0.0580040725181519,1.75001780771308,0.103010848166,1.21000242645475,0.00617515846912195,0.589231164183677,0.033871728323607,-0.0450067756478482,1.64700695954708,3.85908010377427,NA,-0.0341344552705882
"BROP",2023,10,8756.76381621021,8756.76381621021,0.666093849900939,0.0926739269427393,32.8644913420689,16.8473476354655,0.957630578408306,2.51474562172746,0.555078208250782,44.2131859789319,15.6580322397003,0.752975656409757,-1.84865177182652,-0.462404281308043,-11.348694636863,1.1893153957652,0.204654921998549,0.034503633609,1.7023792791084,0.1302637181905,2.29024118738,0.0048005055456,0.872691903977201,0.0496052239712,-0.0957600845815002,1.5721155609179,3.94234363625559,NA,-0.176464576201144
"BROP",2023,11,82175.5273362508,82175.5273362508,13.2864186518928,6.15785544672312,432.902890991654,251.794523637355,7.88056247742553,21.3971677005428,8.85300393934398,340.142015676573,113.36367173582,8.35448724546688,-8.11074904865,-2.69514849262086,92.760875315081,138.430851901535,-0.47392476804135,0.0733395902144695,2.38957701543328,0.118110045454915,1.87754704243718,0.0339906943244089,1.38987846654828,0.0434998503281076,-0.0447704552404457,2.27146696997837,4.91474249971428,NA,1.123407932837
"BROP",2023,12,106630.381293291,106630.381293291,18.756404280082,9.12988878828392,588.557901719965,346.916232131965,9.9874261063834,23.2852134259786,13.1868540932885,369.310539206115,127.297021651694,12.8259588308044,-4.5288091458966,-4.05696530500458,219.24736251385,219.619210480271,-2.838532724421,0.0797887513694983,2.50369417216905,0.0990540658480084,1.57102749284114,0.0388380638251188,1.47576329547422,0.0424859822023402,-0.0192653144785102,2.40464010632104,5.02788096217801,NA,1.27314958505618
"BROP",2024,1,236054.611809497,236054.611809497,51.1804484303612,20.9503954180175,1433.03898810272,1042.11403002773,11.5719557696231,58.9593581311957,14.3662735683129,1286.70260006592,913.442088735468,11.1407940838554,-7.7789097008345,6.5841218497046,146.3363880368,128.671941292262,0.4311616857677,0.0983477985456492,2.75371228725658,0.11329566765632,2.47251385988986,0.0402580542221391,2.00251509765911,0.0222365455894468,-0.0149478691106706,2.64041661960026,5.37301248968086,NA,1.70910408674808
"BROP",2024,2,85064.6418610079,85064.6418610079,10.2056329064695,4.14167987461519,478.27025606524,357.591925300474,3.89478134612262,21.1957668715207,5.21983291352264,459.587187860975,335.338239583477,3.83947411096639,-10.9901339650512,-1.07815303890745,18.683068204265,22.253685716997,0.05530723515623,0.0544206733267461,2.55033564363522,0.113024632121902,2.45070976439738,0.0220851572407148,1.90682866309282,0.0207685917432991,-0.0586039587951562,2.43731101151332,4.92974907787973,NA,1.00883994283593
"BROP",2024,3,192837.956050319,192837.956050319,38.542684109277,15.4910474612824,1158.98914508329,844.220482569487,9.51986098270743,48.4196128865725,11.5218121065528,1071.6064229134,715.31762786418,9.97842898150607,-9.8769287772955,3.9692353547296,87.38272216989,128.902854705307,-0.458567998798641,0.0906614126702632,2.72621369245689,0.1138942605242,2.52066908086643,0.0364385687981683,1.98580413699052,0.0223929408411138,-0.0232328478539369,2.61231943193269,5.28519251961261,NA,1.58594195560375
"BROP",2024,4,461022.065397287,461022.065397287,170.316293260135,20.8676992501754,4645.09598950845,3018.15704810638,97.38575077595,71.8921242714877,1.94053291735378,1160.34627824816,16.6331392916038,8.31656964580192,98.4241689886473,18.9271663328216,3484.74971126029,3001.52390881478,89.0691811301481,0.167574344963775,4.5703138721252,0.0707347218650908,1.14166568439581,0.0205317469386689,2.96956727188596,0.0958179225410908,0.0968396230986846,4.49957915026011,5.66372171205115,1.99310175665842,2.23125619660906
"BROP",2024,5,40530.0062239479,40530.0062239479,8.76225362348251,0.921781453222829,321.642155524707,177.057071953342,6.93550378416477,6.32027935943861,0.170598800190502,102.00995876153,1.46227543020431,0.731137715102153,2.4419742640439,0.751182653032327,219.632196763177,175.594796523138,6.20436606906262,0.0980645850792696,3.59972512562313,0.0707347218650908,1.14166568439581,0.010316308980353,1.98157107093118,0.0776201340585608,0.0273298632141788,3.52899040375804,4.60777667043368,0.387741082605335,0.942615819680414
"BROP",2024,6,5210.9412737248,5210.9412737248,0.875539247568834,0.0440850673814035,34.7314367593346,10.9083479775212,1.68485052131527,0.812598063607245,0.0382382557159439,15.7036616964065,3.74413706357311,0.195385913762658,0.062941183961589,0.0058468116654596,19.0277750629281,7.16421091394809,1.48946460755261,0.0762136016960603,3.02328867022004,0.0707347218650909,1.36696626795763,0.00383749988990198,0.949545654554412,0.146662216348932,0.0054788798309694,2.95255394835495,3.71691617878162,-1.20106509200512,-0.0577243811390376
"BROP",2024,7,11428.6565828168,11428.6565828168,2.53121683251928,0.119406153332151,54.8169273657426,10.9735692305655,1.04078648999632,2.58315784854368,0.117944417818977,30.6744452030588,1.52755015822759,0.346416393540031,-0.0519410160244003,0.00146173551317401,24.1424821626838,9.44601907233791,0.694370096456289,0.100463247531387,2.17566763625445,0.102524771096991,1.21745965882178,0.0047391949140285,0.435537717571149,0.0413085079984067,-0.00206152356560364,2.07314286515746,4.05799518289228,NA,0.403329349873024
"BROP",2024,8,2734.08042376021,2734.08042376021,0.716197587241742,0.0248232631774648,14.2231643740244,2.22466534551415,0.268368798336722,0.535588300584006,0.0371238293553248,13.8765399440876,5.95193346274151,0.408877757138387,0.180609286657736,-0.01230056617786,0.346624429936799,-3.72726811722736,-0.140508958801665,0.118821386068103,2.35970650460401,0.0888572446639237,2.30219947589595,0.00411832515219588,0.369085046641525,0.044523959817582,0.0299641414041792,2.27084925994009,3.4368112853165,-0.74325992267966,-0.144967146392201
"BROP",2024,9,2812.84348750795,2812.84348750795,0.484161920238077,0.0340835596721585,12.0999291262823,3.20335851263117,0.231844840944027,0.642111501229438,0.0607407786419929,8.84748327791111,1.526190964809,0.194303634205942,-0.157949580991361,-0.0266572189698344,3.25244584837119,1.67716754782217,0.037541206738085,0.0780760991485386,1.9512382669198,0.103547096826108,1.4267478559271,0.00549632524381519,0.516574572237159,0.0373873698694064,-0.0254709976775694,1.84769117009369,3.44914556778458,NA,-0.315009371195021
"BROP",2024,10,11933.354495684,11933.354495684,0.907725068883141,0.126292183496785,44.7863655725473,22.958866524853,1.30501922946678,3.42699102092838,0.756437557402617,60.2518958765911,21.3381168366443,1.02612399091138,-2.51926595204524,-0.630145373905832,-15.4655303040438,1.6207496882087,0.2788952385554,0.0345036336089999,1.7023792791084,0.1302637181905,2.29024118737999,0.0048005055456,0.872691903977198,0.0496052239712,-0.0957600845814998,1.5721155609179,4.07676254209326,NA,-0.0420456703634796
"BROP",2024,11,61272.1558662382,61272.1558662382,12.6011658136122,6.61669594149436,370.461794836383,223.627270336069,5.45235052384289,15.7487023457873,6.9412439515257,246.638165920731,81.3921363138731,6.34960623832572,-3.1475365321751,-0.32454801003134,123.823628915652,142.235134022196,-0.89725571448283,0.0932868891627172,2.74254215086916,0.116588216671275,1.82587131919881,0.0489836408827197,1.65552082165815,0.0403639493771737,-0.0233013275085579,2.62595393419788,4.78726316129065,NA,1.10041072630782
"BROP",2024,12,103714.848038012,103714.848038012,14.7192475457285,6.23128487274421,510.103025188275,290.496711701172,10.2684001489915,22.1716915663654,12.6593968415317,356.414551316013,124.6604326567,12.6478848552069,-7.4524440206369,-6.42811196878749,153.688473872262,165.836279044472,-2.3794847062154,0.0643750708123819,2.23095088699931,0.0969685583574049,1.55878973488628,0.0272527113691652,1.27049608537591,0.0449091561689938,-0.032593487545023,2.13398232864191,5.01584093536078,NA,1.16788560924804
"BWLK",2023,1,2830.58942396482,2261.22110327987,2.31135359105697,1.2032389395102,79.2428622419383,74.5697285865156,1.59616858713649,0.520383382837622,0.0180883174738213,4.25933601867326,2.33903143590665,0.169073964861529,1.79097020821935,1.18515062203638,74.983526223265,72.2306971506089,1.42709462227496,0.370392816431463,12.6986139383632,0.104388687206556,0.854421009634043,0.19281820893591,11.949747497984,0.255784913557322,0.266004129224907,12.5942252511567,3.45187687966612,0.253088361665026,0.363866388966033
"BWLK",2023,2,17287.4366547183,16110.407481895,36.1258933712953,2.32132138505267,564.498645201794,495.049628165791,6.29752790782313,15.4024494163791,4.30659201232366,56.9798530952928,13.9400539271953,2.6035650149557,20.7234439549162,-1.98527062727099,507.518792106501,481.109574238596,3.69396289286743,0.947896762285291,14.81171503779,0.4336669363032,1.60430835738145,0.06090847366735,12.9894625687444,0.165238995002126,0.514229825982091,14.3780481014868,4.23773060176195,1.31646193091525,1.55781859573489
"BWLK",2023,3,103941.808005829,101787.267138011,99.2394614862072,32.2604192806655,4548.77785695723,4384.33708941172,13.2819338716127,93.9645878716751,18.1848261769265,503.63998908696,194.495320206196,1.61504444016385,5.2748736145321,14.075593103739,4045.13786787027,4189.84176920552,11.6668894314489,0.433079052536965,19.8507768481388,0.418739379266379,2.24439760957619,0.140783833439661,19.1331605819828,0.0579620974442321,0.0143396732705863,19.4320374688724,5.01679026684633,0.722212058440089,1.99668439894758
"BWLK",2023,4,10974.9693853776,8676.24890194785,3.66024427955087,1.83648058232887,429.707419865468,432.930364372165,1.04820504613228,11.4030403687867,0.808348628782652,139.39801525506,78.8011143457795,0.329802503188149,-7.74279608923583,1.02813195354622,290.309404610408,354.129250026386,0.718402542944131,0.151279401965015,17.7599844525006,0.596158451623076,7.28781993627449,0.0759024980292202,17.8931900749405,0.043322745807299,-0.444879049658061,17.1638260008775,4.04040331745356,NA,0.563510070564023
"BWLK",2023,5,22453.6736177056,18440.6418753065,12.3126909965847,3.72993743986284,814.936929635021,745.302430709128,4.38725245551981,7.42012130159093,0.383153538643123,158.733461553956,85.4741326079572,2.28203291355502,4.89256969499377,3.34678390121972,656.203468081065,659.828298101171,2.10521954196479,0.248735985529192,16.4630250522105,0.182518973317771,3.90450064849913,0.0753506820989709,15.0562971710375,0.0886294932270926,0.0662170122114205,16.2805060788927,4.35128740553434,0.689537020929042,1.09035298040877
"BWLK",2023,6,26742.8870592659,21868.8037321956,13.5076707116263,3.73084856537321,2008.37491431411,1284.60029734569,44.5515168023076,3.11759484276064,0.295039935355658,495.616807301388,259.078574629252,6.21922189034444,10.3900758688657,3.43580863001755,1512.75810701272,1025.52172271644,38.3322949119632,0.229110620002068,34.0650902467629,0.0646647634682598,10.2800220142329,0.0632808606454079,21.7887729767049,0.755661420427113,0.164445856533808,34.0004254832946,4.42720829021939,1.01661871880929,1.13058046491372
"BWLK",2023,7,11162.7224720657,8739.59607101876,6.88096421421571,3.75398214731792,295.619983390042,56.6866022518079,145.971250144959,1.66620666550886,0.01958936644337,37.3327320343844,8.21135596064671,0.648474720392531,5.21475754870685,3.73439278087455,258.287251355658,48.4752462911612,145.322775424566,0.279609689784813,12.0125914445411,0.0864789788147174,1.93763271359322,0.152543996886478,2.30347416105399,5.93157800271823,0.193130710970095,11.9261124657264,4.04777012743324,0.71723412144779,0.837649299219876
"BWLK",2023,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf
"BWLK",2023,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf
"BWLK",2023,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf
"BWLK",2023,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf
"BWLK",2023,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-Inf,-Inf,-Inf
"BWLK",2024,1,12538.5847330292,12139.0991999628,24.4941623459466,21.0060514881729,223.283532589199,151.374557741217,15.0932526806987,5.62638524051836,3.67421997368167,37.7455626271225,7.5390343888095,2.74288291185144,18.8677771054282,17.3318315144912,185.537969962077,143.835523352407,12.3503697688473,0.886108941055677,8.07757913185088,0.210240340165187,1.41043309109091,0.759921885756023,5.47617620755414,0.546018514986813,0.67586860089049,7.86733879168569,4.09824851916433,1.27572073706411,1.38906259199592
"BWLK",2024,2,10108.4247660545,8921.57862534155,3.20441321270868,1.56461067819872,539.751534683334,416.948588279584,2.5678423046252,1.67645296671991,0.314513199328113,18.1637607375016,1.10526972501427,0.578866327188617,1.52796024598877,1.25009747887061,521.587773945832,415.84331855457,1.98897597743658,0.143793109898368,24.2205192004335,0.0852359316258381,0.92350044947514,0.0702094955501114,18.7099260291017,0.115227970364825,0.0585571782725297,24.1352832688076,4.00468348311705,0.184112055043136,0.505748513788045
"BWLK",2024,3,3094.52739028399,2383.06569467513,5.15072906244653,1.36718254083071,147.632737618781,112.520086642117,0.593948962335246,0.971982144713308,0.0484409309158304,20.3287021437548,10.8001667211787,0.102070755798649,4.17874691773322,1.31874160991488,127.304035475026,101.719919920938,0.491878206536597,0.755000815330102,21.640205866051,0.185010048957992,3.86942723107104,0.200403461435802,16.4933461119503,0.0870618402542376,0.56999076637211,21.455195817093,3.49059433107361,0.621046069262738,0.711868705815524
